date,home_team,away_team,home_score,away_score,home_lineup,away_lineup
19-2-2015,Sevilla,Mönchengladbach,['1'],['0'],"['Sergio Rico', 'Fernando Navarro', 'Grzegorz Krychowiak', 'Daniel Carriço', 'Carlos Bacca', 'José Antonio Reyes', 'Vicente Iborra', 'Éver Banega', 'Vitolo', 'Nicolás Pareja', 'Aleix Vidal']","['Yann Sommer', 'Raffael', 'Álvaro Domínguez', 'Oscar Wendt', 'Fabian Johnson', 'Christoph Kramer', 'Tony Jantschke', 'Thorgan Hazard', 'Branimir Hrgota', 'Granit Xhaka', 'Martin Stranzl']"
19-2-2015,PSV,Zenit,['0'],['1'],"['Jeroen Zoet', 'Nicolas Isimat-Mirin', 'Santiago Arias', 'Jeffrey Bruma', 'Memphis Depay', 'Luuk De Jong', 'Georginio Wijnaldum', 'Luciano Narsingh', 'Jetro Willems', 'Andrés Guardado', 'Oscar Hiljemark']","['Yuri Lodygin', 'Domenico Criscito', 'Hulk', 'Luís Neto', 'Oleg Shatov', 'Igor Smolnikov', 'Javi García', 'José Rondón', 'Ezequiel Garay', 'Axel Witsel', 'Danny']"
19-2-2015,Roma,Feyenoord,['1'],['1'],"['Łukasz Skorupski', 'Mapou Yanga-Mbiwa', 'Radja Nainggolan', 'Francesco Totti', 'Miralem Pjanic', 'Daniele De Rossi', 'José Holebas', 'Gervinho', 'Vasilis Torosidis', 'Kostas Manolas', 'Daniele Verde']","['Kenneth Vermeer', 'Luke Wilkshire', 'Terence Kongolo', 'Jordy Clasie', 'Karim El Ahmadi', 'Lex Immers', 'Colin Kazım Richards', 'Miquel Nelom', 'Tonny Vilhena', 'Khalid Boulahrouz', 'Jens Toornstra']"
19-2-2015,Trabzonspor,Napoli,['0'],['4'],"['Hakan Arıkan', 'José Bosingwa', 'Aykut Demir', 'Carl Medjani', 'Óscar Cardozo', 'Soner Aydoğdu', 'Sefa Yılmaz', 'Özer Hurmacı', 'Fatih Atik', 'İshak Doğan', 'Erkan Zengin']","['Mariano Andújar', 'Henrique', 'Jonathan de Guzmán', 'Gonzalo Higuaín', 'Dries Mertens', 'Manolo Gabbiadini', 'Kalidou Koulibaly', 'Faouzi Ghoulam', 'Raúl Albiol', 'Walter Gargano', 'Gökhan Inler']"
19-2-2015,Dnipro,Olympiacos,['2'],['0'],"['Denys Boyko', 'Egídio', 'Jaba Kankava', 'Yevhen Konoplyanka', 'Yevhen Cheberyachko', 'Roman Zozulya', 'Roman Bezus', 'Douglas', 'Valeriy Luchkevych', 'Ruslan Rotan', 'Matheus']","['Roberto', 'Giannis Maniatis', 'Ibrahim Afellay', 'Kostas Mitroglou', 'Alejandro Domínguez', 'Pajtim Kasami', 'Omar Elabdellaoui', 'Dimitris Siovas', 'Arthur Masuaku', 'Felipe Santana', 'Mathieu Dossevi']"
24-2-2015,Juventus,Dortmund,['2'],['1'],"['Gianluigi Buffon', 'Giorgio Chiellini', 'Paul Pogba', 'Claudio Marchisio', 'Álvaro Morata', 'Carlos Tévez', 'Leonardo Bonucci', 'Andrea Pirlo', 'Arturo Vidal', 'Stephan Lichtsteiner', 'Patrice Evra']","['Roman Weidenfeller', 'İlkay Gündoğan', 'Ciro Immobile', 'Henrikh Mkhitaryan', 'Marco Reus', 'Mats Hummels', 'Pierre-Emerick Aubameyang', 'Nuri Şahin', 'Sokratis Papastathopoulos', 'Łukasz Piszczek', 'Marcel Schmelzer']"
24-2-2015,Man. City,Barcelona,['1'],['2'],"['Joe Hart', 'Vincent Kompany', 'Pablo Zabaleta', 'Fernando', 'James Milner', 'Samir Nasri', 'Edin Dzeko', 'Sergio Agüero', 'David Silva', 'Gaël Clichy', 'Martín Demichelis']","['Marc-André ter Stegen', 'Gerard Piqué', 'Ivan Rakitić', 'Sergio Busquets', 'Andrés Iniesta', 'Luis Suárez', 'Lionel Messi', 'Neymar', 'Javier Mascherano', 'Jordi Alba', 'Dani Alves']"
25-2-2015,Leverkusen,Atlético,['1'],['0'],"['Bernd Leno', 'Emir Spahić', 'Heung-Min Son', 'Lars Bender', 'Josip Drmic', 'Hakan Çalhanoğlu', 'Roberto Hilbert', 'Kyriakos Papadopoulos', 'Wendell', 'Gonzalo Castro', 'Karim Bellarabi']","['Miguel Ángel Moyá', 'Diego Godín', 'Guilherme Siqueira', 'Tiago', 'Antoine Griezmann', 'Mario Mandžukić', 'Arda Turan', 'Gabi', 'Saúl Ñíguez', 'Juanfran', 'João Miranda']"
25-2-2015,Arsenal,Monaco,['1'],['3'],"['David Ospina', 'Kieran Gibbs', 'Per Mertesacker', 'Laurent Koscielny', 'Mesut Özil', 'Olivier Giroud', 'Alexis Sánchez', 'Santi Cazorla', 'Danny Welbeck', 'Francis Coquelin', 'Héctor Bellerín']","['Danijel Subašić', 'Fabinho', 'Aymen Abdennour', 'Nabil Dirar', 'João Moutinho', 'Dimitar Berbatov', 'Wallace', 'Elderson', 'Geoffrey Kondogbia', 'Anthony Martial', 'Almamy Touré']"
26-2-2015,Feyenoord,Roma,['1'],['2'],"['Kenneth Vermeer', 'Terence Kongolo', 'Jordy Clasie', 'Karim El Ahmadi', 'Colin Kazım Richards', 'Miquel Nelom', 'Tonny Vilhena', 'Sven van Beek', 'Khalid Boulahrouz', 'Rick Karsdorp', 'Jens Toornstra']","['Łukasz Skorupski', 'Mapou Yanga-Mbiwa', 'Adem Ljajić', 'Francesco Totti', 'Miralem Pjanic', 'Daniele De Rossi', 'Seydou Keita', 'José Holebas', 'Gervinho', 'Vasilis Torosidis', 'Kostas Manolas']"
26-2-2015,Napoli,Trabzonspor,['1'],['0'],"['Rafael Cabral', 'Henrique', 'Miguel Britos', 'Jonathan de Guzmán', 'José Callejón', 'Jorginho', 'Gonzalo Higuaín', 'Dries Mertens', 'Giandomenico Mesto', 'Faouzi Ghoulam', 'Gökhan Inler']","['Hakan Arıkan', 'José Bosingwa', 'Aykut Demir', 'Mehmet Ekici', 'Carl Medjani', 'Óscar Cardozo', 'Özer Hurmacı', 'Salih Dursun', 'Fatih Atik', 'İshak Doğan', 'Erkan Zengin']"
26-2-2015,Olympiacos,Dnipro,['2'],['2'],"['Roberto', 'Luka Milivojević', 'Ibrahim Afellay', 'Kostas Mitroglou', 'Jimmy Durmaz', 'Alejandro Domínguez', 'Pajtim Kasami', 'Omar Elabdellaoui', 'Dimitris Siovas', 'Arthur Masuaku', 'Felipe Santana']","['Denys Boyko', 'Egídio', 'Jaba Kankava', 'Yevhen Konoplyanka', 'Yevhen Cheberyachko', 'Roman Zozulya', 'Douglas', 'Valeriy Fedorchuk', 'Ruslan Rotan', 'Artem Fedetskiy', 'Matheus']"
26-2-2015,Club Brugge,AaB,['3'],['0'],"['Mathew Ryan', 'Davy De Fauw', 'Timmy Simons', 'Oscar Duarte', 'Víctor Vázquez', 'Lior Refaelov', 'Thomas Meunier', 'Ruud Vormer', 'Brandon Mechele', 'Obbi Oularé', 'Boli Bolingoli']","['Nicolai Larsen', 'Patrick Kristensen', 'Kenneth Emil Petersen', 'Thomas Enevoldsen', 'Rasmus Würtz', 'Nicklas Helenius', 'Henrik Dalsgaard', 'Kasper Risgård', 'Nicolaj Thomsen', 'Rasmus Thelander', 'Andreas Bruhn']"
26-2-2015,Sporting CP,Wolfsburg,['0'],['0'],"['Rui Patrício', 'William Carvalho', 'João Mário', 'André Carrillo', 'Junya Tanaka', 'Adrien Silva', 'Paulo Oliveira', 'Jonathan Silva', 'Cédric', 'Tobias Figueiredo', 'Nani']","['Diego Benaglio', 'Vieirinha', 'Bas Dost', 'Kevin De Bruyne', 'Christian Träsch', 'André Schürrle', 'Luiz Gustavo', 'Josuha Guilavogui', 'Naldo', 'Robin Knoche', 'Ricardo Rodríguez']"
26-2-2015,Athletic Club,Torino,['2'],['3'],"['Iago Herrerín', 'Aymeric Laporte', 'Mikel San José', 'Beñat Etxebarria', 'Óscar de Marcos', 'Andoni Iraola', 'Xabier Etxeita', 'Mikel Rico', 'Carlos Gurpegi', 'Iker Muniain', 'Aritz Aduriz']","['Daniele Padelli', 'Cristian Molinaro', 'Omar El Kaddouri', 'Maxi López', 'Alessandro Gazzi', 'Nikola Maksimović', 'Giuseppe Vives', 'Emiliano Moretti', 'Kamil Glik', 'Fabio Quagliarella', 'Matteo Darmian']"
26-2-2015,Everton,Young Boys,['3'],['1'],"['Tim Howard', 'Darron Gibson', 'Phil Jagielka', 'Romelu Lukaku', 'Kevin Mirallas', 'Steven Naismith', 'James McCarthy', 'Gareth Barry', 'Seamus Coleman', 'Luke Garbutt', 'Antolin Alcaraz']","['Marco Wölfli', 'Milan Vilotić', 'Leonardo Bertone', 'Jan Lecjaks', 'Gonzalo Zárate', 'Alain Rochat', 'Scott Sutter', 'Raphaël Nuzzolo', 'Yuya Kubo', 'Sékou Sanogo', 'Guillaume Hoarau']"
26-2-2015,Inter,Celtic,['1'],['0'],"['Juan Pablo Carrizo', 'Juan Jesus', 'Rodrigo Palacio', 'Mauro Icardi', 'Fredy Guarín', 'Gary Medel', 'Davide Santon', 'Andrea Ranocchia', ""Danilo D'Ambrosio"", 'Hernanes', 'Xherdan Shaqiri']","['Craig Gordon', 'Adam Matthews', 'Emilio Izaguirre', 'Virgil van Dijk', 'Nir Bitton', 'Scott Brown', 'John Guidetti', 'Stuart Armstrong', 'Gary Mackay-Steven', 'Jason Denayer', 'Stefan Johansen']"
26-2-2015,Fiorentina,Tottenham,['2'],['0'],"['Neto', 'Micah Richards', 'Milan Badelj', 'David Pizarro', 'Matías Fernández', 'Stefan Savić', 'Joaquín', 'José María Basanta', 'Marcos Alonso', 'Mario Gomez', 'Mohamed Salah']","['Hugo Lloris', 'Jan Vertonghen', 'Vlad Chiricheş', 'Roberto Soldado', 'Erik Lamela', 'Federico Fazio', 'Nacer Chadli', 'Christian Eriksen', 'Benjamin Stambouli', 'Ben Davies', 'Nabil Bentaleb']"
26-2-2015,Beşiktaş,Liverpool,['1'],['0'],"['Cenk Gönen', 'Serdar Kurtuluş', 'José Sosa', 'Gökhan Töre', 'Veli Kavlak', 'Demba Ba', 'Olcay Şahan', 'Atiba Hutchinson', 'Pedro Franco', 'Necip Uysal', 'Daniel Opare']","['Simon Mignolet', 'Kolo Touré', 'Dejan Lovren', 'Daniel Sturridge', 'Alberto Moreno', 'Emre Can', 'Joe Allen', 'Raheem Sterling', 'Jordon Ibe', 'Martin Škrtel', 'Mario Balotelli']"
10-3-2015,Real Madrid,Schalke,['3'],['4'],"['Iker Casillas', 'Raphaël Varane', 'Pepe', 'Fábio Coentrão', 'Sami Khedira', 'Cristiano Ronaldo', 'Toni Kroos', 'Karim Benzema', 'Gareth Bale', 'Álvaro Arbeloa', 'Isco']","['Timon Wellenreuther', 'Benedikt Höwedes', 'Maximilian Meyer', 'Marco Höger', 'Eric Maxim Choupo-Moting', 'Christian Fuchs', 'Klaas Jan Huntelaar', 'Tranquillo Barnetta', 'Matija Nastasić', 'Joël Matip', 'Roman Neustädter']"
10-3-2015,Porto,Basel,['4'],['0'],"['Fabiano', 'Danilo', 'Maicon', 'Iván Marcano', 'Casemiro', 'Yacine Brahimi', 'Cristian Tello', 'Evandro', 'Héctor Herrera', 'Alex Sandro', 'Vincent Aboubakar']","['Tomáš Vaclík', 'Walter Samuel', 'Luca Zuffi', 'Marco Streller', 'Shkëlzen Gashi', 'Fabian Schär', 'Behrang Safari', 'Fabian Frei', 'Derlis González', 'Mohamed Elneny', 'Taulant Xhaka']"
11-3-2015,Bayern,Shakhtar Donetsk,['7'],['0'],"['Manuel Neuer', 'Franck Ribéry', 'Robert Lewandowski', 'Arjen Robben', 'Rafinha', 'Jérôme Boateng', 'Mario Götze', 'Thomas Müller', 'David Alaba', 'Holger Badstuber', 'Bastian Schweinsteiger']","['Andriy Pyatov', 'Olexandr Kucher', 'Taras Stepanenko', 'Fred', 'Luiz Adriano', 'Vyacheslav Shevchuk', 'Douglas Costa', 'Taison', 'Alex Teixeira Santos', 'Darijo Srna', ""Yaroslav Rakits'kyy""]"
11-3-2015,Chelsea,Paris,['2'],['2'],"['Thibaut Courtois', 'Branislav Ivanović', 'Cesc Fàbregas', 'Ramires', 'Oscar', 'Eden Hazard', 'Diego Costa', 'Nemanja Matić', 'Gary Cahill', 'John Terry', 'César Azpilicueta']","['Salvatore Sirigu', 'Thiago Silva', 'Marquinhos', 'Thiago Motta', 'Edinson Cavani', 'Zlatan Ibrahimović', 'Blaise Matuidi', 'Maxwell', 'Marco Verratti', 'Javier Pastore', 'David Luiz']"
12-3-2015,Fiorentina,Roma,['1'],['1'],"['Neto', 'Gonzalo Rodríguez', 'Milan Badelj', 'David Pizarro', 'Joaquín', 'José María Basanta', 'Borja Valero', 'Marcos Alonso', 'Nenad Tomović', 'Josip Iličić', 'Mohamed Salah']","['Łukasz Skorupski', 'Mapou Yanga-Mbiwa', 'Radja Nainggolan', 'Juan Iturbe', 'Adem Ljajić', 'Daniele De Rossi', 'Seydou Keita', 'Alessandro Florenzi', 'José Holebas', 'Vasilis Torosidis', 'Kostas Manolas']"
12-3-2015,Napoli,Dynamo Moscow,['3'],['1'],"['Mariano Andújar', 'Henrique', 'Miguel Britos', 'Jonathan de Guzmán', 'José Callejón', 'Jorginho', 'Gonzalo Higuaín', 'Dries Mertens', 'Kalidou Koulibaly', 'Faouzi Ghoulam', 'Gökhan Inler']","['Vladimir Gabulov', 'Christopher Samba', 'William Vainqueur', 'Balázs Dzsudzsák', 'Aleksandr Kokorin', 'Mathieu Valbuena', 'Tomáš Hubočan', 'Yuri Zhirkov', 'Kevin Kuranyi', 'Aleksei Kozlov', 'Roman Zobnin']"
12-3-2015,Villarreal,Sevilla,['1'],['3'],"['Sergio Asenjo', 'Mario Gaspar', 'Mateo Musacchio', 'Jonathan dos Santos', 'Luciano Vietto', 'Ikechukwu Uche', 'Manu Trigueros', 'Denis Cheryshev', 'Jaume Costa', 'Moi Gómez', 'Eric Bailly']","['Sergio Rico', 'Benoît Trémoulinas', 'Grzegorz Krychowiak', 'Diogo Figueiras', 'Daniel Carriço', 'Kevin Gameiro', 'Vicente Iborra', 'Vitolo', 'Nicolás Pareja', 'Aleix Vidal', 'Stéphane Mbia']"
12-3-2015,Everton,Dynamo Kyiv,['2'],['1'],"['Tim Howard', 'Phil Jagielka', 'Romelu Lukaku', 'Kevin Mirallas', 'Steven Naismith', 'James McCarthy', 'Gareth Barry', 'Ross Barkley', 'Seamus Coleman', 'Luke Garbutt', 'Antolin Alcaraz']","['Olexandr Shovkovskiy', 'Danilo Silva', 'Miguel Veloso', 'Antunes', 'Aleksandar Dragović', 'Andriy Yarmolenko', 'Serhiy Sydorchuk', 'Oleh Gusev', 'Domagoj Vida', 'Vitaliy Buyalskiy', 'Dieumerci Mbokani']"
12-3-2015,Club Brugge,Beşiktaş,['2'],['1'],"['Mathew Ryan', 'Davy De Fauw', 'Timmy Simons', 'Oscar Duarte', 'Lior Refaelov', 'Tom De Sutter', 'Thomas Meunier', 'Ruud Vormer', 'Laurens De Bock', 'Brandon Mechele', 'Boli Bolingoli']","['Cenk Gönen', 'Serdar Kurtuluş', 'Gökhan Töre', 'Veli Kavlak', 'Demba Ba', 'Olcay Şahan', 'Oğuzhan Özyakup', 'Tolgay Arslan', 'Necip Uysal', 'Ersan Gülüm', 'Daniel Opare']"
12-3-2015,Wolfsburg,Inter,['3'],['1'],"['Diego Benaglio', 'Daniel Caligiuri', 'Vieirinha', 'Bas Dost', 'Kevin De Bruyne', 'André Schürrle', 'Luiz Gustavo', 'Josuha Guilavogui', 'Naldo', 'Robin Knoche', 'Ricardo Rodríguez']","['Juan Pablo Carrizo', 'Juan Jesus', 'Rodrigo Palacio', 'Mauro Icardi', 'Fredy Guarín', 'Gary Medel', 'Davide Santon', 'Andrea Ranocchia', ""Danilo D'Ambrosio"", 'Hernanes', 'Xherdan Shaqiri']"
12-3-2015,Dnipro,Ajax,['1'],['0'],"['Denys Boyko', 'Egídio', 'Yevhen Konoplyanka', 'Yevhen Seleznyov', 'Yevhen Cheberyachko', 'Roman Zozulya', 'Roman Bezus', 'Douglas', 'Valeriy Fedorchuk', 'Ruslan Rotan', 'Artem Fedetskiy']","['Jasper Cillessen', 'Ricardo van Rhijn', 'Joël Veltman', 'Nicolai Boilesen', 'Davy Klaassen', 'Arkadiusz Milik', 'Lasse Schöne', 'Anwar El Ghazi', 'Thulani Serero', 'Nick Viergever', 'Riechedly Bazoer']"
12-3-2015,Zenit,Torino,['2'],['0'],"['Yuri Lodygin', 'Domenico Criscito', 'Hulk', 'Luís Neto', 'Oleg Shatov', 'Igor Smolnikov', 'Javi García', 'José Rondón', 'Ezequiel Garay', 'Axel Witsel', 'Danny']","['Daniele Padelli', 'Cristian Molinaro', 'Omar El Kaddouri', 'Alessandro Gazzi', 'Josef Martínez', 'Nikola Maksimović', 'Emiliano Moretti', 'Kamil Glik', 'Fabio Quagliarella', 'Matteo Darmian', 'Marco Benassi']"
17-3-2015,Atlético,Leverkusen,['1'],['0'],"['Miguel Ángel Moyá', 'Mario Suárez', 'Koke', 'Antoine Griezmann', 'Mario Mandžukić', 'Arda Turan', 'Jesús Gámez', 'Juanfran', 'Cani', 'João Miranda', 'José María Giménez']","['Bernd Leno', 'Emir Spahić', 'Heung-Min Son', 'Lars Bender', 'Josip Drmic', 'Hakan Çalhanoğlu', 'Roberto Hilbert', 'Wendell', 'Ömer Toprak', 'Gonzalo Castro', 'Karim Bellarabi']"
17-3-2015,Monaco,Arsenal,['0'],['2'],"['Danijel Subašić', 'Fabinho', 'Layvin Kurzawa', 'Aymen Abdennour', 'Nabil Dirar', 'João Moutinho', 'Dimitar Berbatov', 'Wallace', 'Geoffrey Kondogbia', 'Anthony Martial', 'Jérémy Toulalan']","['David Ospina', 'Per Mertesacker', 'Laurent Koscielny', 'Mesut Özil', 'Olivier Giroud', 'Alexis Sánchez', 'Nacho Monreal', 'Santi Cazorla', 'Danny Welbeck', 'Francis Coquelin', 'Héctor Bellerín']"
18-3-2015,Dortmund,Juventus,['0'],['3'],"['Roman Weidenfeller', 'Neven Subotić', 'Sven Bender', 'İlkay Gündoğan', 'Henrikh Mkhitaryan', 'Marco Reus', 'Mats Hummels', 'Pierre-Emerick Aubameyang', 'Kevin Kampl', 'Sokratis Papastathopoulos', 'Marcel Schmelzer']","['Gianluigi Buffon', 'Giorgio Chiellini', 'Paul Pogba', 'Claudio Marchisio', 'Álvaro Morata', 'Carlos Tévez', 'Leonardo Bonucci', 'Arturo Vidal', 'Stephan Lichtsteiner', 'Patrice Evra', 'Roberto Pereyra']"
18-3-2015,Barcelona,Man. City,['1'],['0'],"['Marc-André ter Stegen', 'Gerard Piqué', 'Ivan Rakitić', 'Andrés Iniesta', 'Luis Suárez', 'Lionel Messi', 'Neymar', 'Javier Mascherano', 'Jordi Alba', 'Dani Alves', 'Jérémy Mathieu']","['Joe Hart', 'Bacary Sagna', 'Vincent Kompany', 'James Milner', 'Samir Nasri', 'Aleksandar Kolarov', 'Sergio Agüero', 'David Silva', 'Fernandinho', 'Martín Demichelis', 'Yaya Touré']"
19-3-2015,Beşiktaş,Club Brugge,['1'],['3'],"['Tolga Zengin', 'Gökhan Töre', 'Veli Kavlak', 'Demba Ba', 'Olcay Şahan', 'Mustafa Pektemek', 'Tolgay Arslan', 'Pedro Franco', 'Necip Uysal', 'Ramon Motta', 'Daniel Opare']","['Mathew Ryan', 'Davy De Fauw', 'Timmy Simons', 'Oscar Duarte', 'Lior Refaelov', 'Tom De Sutter', 'Thomas Meunier', 'José Izquierdo', 'Ruud Vormer', 'Laurens De Bock', 'Brandon Mechele']"
19-3-2015,Sevilla,Villarreal,['2'],['1'],"['Sergio Rico', 'Benoît Trémoulinas', 'Diogo Figueiras', 'Daniel Carriço', 'Kevin Gameiro', 'Vicente Iborra', 'Timothée Kolodziejczak', 'Vitolo', 'Nicolás Pareja', 'Aleix Vidal', 'Stéphane Mbia']","['Sergio Asenjo', 'Mario Gaspar', 'Tomás Pina', 'Mateo Musacchio', 'Jonathan dos Santos', 'Luciano Vietto', 'Ikechukwu Uche', 'Manu Trigueros', 'Antonio Rukavina', 'Joel Campbell', 'Eric Bailly']"
19-3-2015,Inter,Wolfsburg,['1'],['2'],"['Juan Pablo Carrizo', 'Juan Jesus', 'Rodrigo Palacio', 'Mauro Icardi', 'Mateo Kovačić', 'Fredy Guarín', 'Hugo Campagnaro', 'Gary Medel', 'Davide Santon', 'Andrea Ranocchia', 'Hernanes']","['Diego Benaglio', 'Timm Klose', 'Daniel Caligiuri', 'Vieirinha', 'Bas Dost', 'Kevin De Bruyne', 'Christian Träsch', 'Luiz Gustavo', 'Josuha Guilavogui', 'Robin Knoche', 'Ricardo Rodríguez']"
19-3-2015,Torino,Zenit,['1'],['0'],"['Daniele Padelli', 'Cristian Molinaro', 'Omar El Kaddouri', 'Alexander Farnerud', 'Maxi López', 'Alessandro Gazzi', 'Nikola Maksimović', 'Emiliano Moretti', 'Kamil Glik', 'Fabio Quagliarella', 'Matteo Darmian']","['Yuri Lodygin', 'Domenico Criscito', 'Hulk', 'Luís Neto', 'Oleg Shatov', 'Igor Smolnikov', 'José Rondón', 'Ezequiel Garay', 'Axel Witsel', 'Danny', 'Anatoliy Tymoshchuk']"
