date,home_team,away_team,home_score,away_score,home_lineup,away_lineup
14.8.2015,Monaco ,Lille ,0,0,"['Danijel Subasic', 'Ricardo Carvalho', 'Andrea Raggi', 'Layvin Kurzawa', 'Fabinho', 'Jérémy Toulalan', 'João Moutinho', 'Bernardo Silva', 'Nabil Dirar', 'Guido Carrillo', 'Ivan Cavaleiro']","['Vincent Enyeama', 'Benjamin Pavard', 'Renato Civelli', 'Sébastien Corchia', 'Djibril Sidibé', 'Rio Mavuba', 'Mounir Obbadi', 'Florent Balmont', 'Eric Bauthéac', 'Sofiane Boufal', 'Baptiste Guillaume']"
15.8.2015,Saint-Etienne ,Bordeaux ,1,1,"['Stéphane Ruffier', 'K. Théophile-Catherine', 'Moustapha Bayal Sall', 'Florentin Pogba', 'Benoît Assou-Ekotto', 'Ismaël Diomandé', 'Fabien Lemoine', 'Jérémy Clément', 'Romain Hamouma', 'Nolan Roux', 'Jean-Christophe Bahebeck']","['Jérôme Prior', 'Nicolas Pallois', 'Cédric Yambéré', 'Frédéric Guilbert', 'Diego Contento', 'Clément Chantôme', 'André Poko', 'Wahbi Khazri', 'Nicolas Maurice-Belay', 'Cheick Diabaté', 'Henri Saivet']"
15.8.2015,Angers ,Nantes ,0,0,"['Ludovic Butelle', 'Ismaël Traoré', 'Romain Thomas', 'Yoann Andreu', 'Vincent Manceau', 'Thomas Mangani', 'Cheikh Ndoye', 'Romain Saïss', 'Abdoul Camara', 'Billy Ketkeophomphone', 'Gilles Sunu']","['Rémy Riou', 'Koffi Djidji', 'Olivier Veigneau', 'Léo Dubois', 'Valentin Rongier', 'Lucas Deaux', 'Birama Touré', 'Adryan', 'Adrien Thomasson', 'Yacine Bammou', 'Kolbeinn Sigthorsson']"
15.8.2015,Guingamp ,Lyon ,0,1,"['Mamadou Samassa', 'Benjamin Angoua', 'Christophe Kerbrat', 'Lars Jacobsen', 'Dorian Levêque', 'Younousse Sankharé', 'Moustapha Diallo', 'Nicolas Benezet', 'Nill De Pauw', 'Sloan Privat', 'Yannis Salibur']","['Anthony Lopes', 'Milan Bisevac', 'Samuel Umtiti', 'Jérémy Morel', 'Rafael', 'Maxime Gonalons', 'Jordan Ferri', 'Corentin Tolisso', 'Mathieu Valbuena', 'Alexandre Lacazette', 'Nabil Fekir']"
15.8.2015,ESTAC Troyes ,Nice ,3,3,"['Denis Petric', 'Matthieu Saunier', 'Mory Koné', 'Chris Mavinga', 'Jonathan Martins Pereira', 'Jessy Pi', 'Thomas Ayasse', 'Stéphane Darbion', 'Yoann Court', 'Lossémy Karaboué', 'Corentin Jean']","['Mouez Hassen', 'Paul Baysse', 'Maxime Le Marchand', 'Nampalys Mendy', 'Jean-Michaël Seri', 'Mahamane Traoré', 'Vincent Koziello', 'J. Correia Da Fonseca', 'Hatem Ben Arfa', 'Valère Germain', 'Alassane Pléa']"
15.8.2015,Caen ,Toulouse FC ,1,0,"['Rémy Vercoutre', 'Alaeddine Yahia', 'Damien Da Silva', 'Emmanuel Imorou', 'Dennis Appiah', 'Jordan Adéoti', 'Jonathan Delaplace', 'Julien Féret', 'Lenny Nangis', 'Vincent Bessat', 'Andy Delort']","['Mauro Goicoechea', 'Uros Spajic', 'Jean-Armel Kana-Biyik', 'Pavle Ninkov', 'François Moubandje', 'Tongo Doumbia', 'Jean-Daniel Akpa Akpro', 'Etienne Didot', 'Óscar Trejo', 'Wissam Ben Yedder', 'Martin Braithwaite']"
15.8.2015,Rennes ,Montpellier ,1,0,"['Benoît Costil', 'Pedro Mendes', 'Mexer', 'Sylvain Armand', 'Steven Moreira', 'Ludovic Baal', 'Yacouba Sylla', 'Benjamin André', 'Gelson Fernandes', 'Pedro Henrique', 'Giovanni Sio']","['Geoffrey Jourdren', 'Daniel Congré', 'Vitorino Hilton', 'Mathieu Deplagne', 'Ramy Bensebaini', 'Paul Lasne', 'Bryan Dabo', 'Jonas Martin', 'Anthony Mounier', 'Kevin Bérigaud', 'Souleymane Camara']"
16.8.2015,Reims ,Marseille ,1,0,"['Kossi Agassa', 'Aissa Mandi', 'Anthony Weber', 'Franck Signorino', 'Hamari Traoré', 'Alexi Peuget', 'Prince Oniangué', 'Antoine Devaux', 'Frédéric Bulot', ""David N'Gog"", 'Nicolas de Préville']","['Steve Mandanda', ""Nicolas N'Koulou"", 'Karim Rekik', 'Benjamin Mendy', 'Brice Dja Djédjé', 'Alaixys Romao', 'Mario Lemina', 'Romain Alessandrini', 'Lucas Ocampos', 'Florian Thauvin', 'Michy Batshuayi']"
16.8.2015,Lorient ,Bastia ,1,1,"['Benjamin Lecomte', 'Wesley Lautoa', 'Raphaël Guerreiro', 'Lamine Gassama', 'Vincent Le Goff', 'François Bellugou', 'Walid Mesloub', 'Didier Ndong', 'Benjamin Jeannot', 'Majeed Waris', 'Benjamin Moukandjo']","['Jean-Louis Leca', 'François Modesto', 'Mathieu Peybernes', 'Alexander Djiku', 'Florian Marange', 'Yannick Cahuzac', 'Seko Fofana', 'Gaël Danic', 'Christopher Maboulou', 'Floyd Ayité', 'François Kamano']"
16.8.2015,Paris S-G ,Gazélec Ajaccio ,2,0,"['Kevin Trapp', 'David Luiz', 'Thiago Silva', 'Maxwell', 'Serge Aurier', 'Thiago Motta', 'Blaise Matuidi', 'Marco Verratti', 'Lucas', 'Jean-Kévin Augustin', 'Edinson Cavani']","['Clément Maury', 'Rodéric Filippi', 'Pablo Martinez', 'Alexandre Coeff', 'David Ducourtioux', 'Issiaga Sylla', 'Amos Youga', 'Jérôme Le Moigne', 'Damjan Djokovic', 'Grégory Pujol', 'Jacques Zoua']"
21.8.2015,Montpellier ,Paris S-G ,0,1,"['Jonathan Ligali', 'Vitorino Hilton', 'Daniel Congré', 'Ramy Bensebaini', 'Jérôme Roussillon', 'Paul Lasne', 'Bryan Dabo', 'Jonas Martin', 'Anthony Mounier', 'Ryad Boudebouz', 'Djamel Bakar']","['Kevin Trapp', 'Thiago Silva', 'David Luiz', 'Maxwell', 'Serge Aurier', 'Thiago Motta', 'Blaise Matuidi', 'Javier Pastore', 'Lucas', 'Ezequiel Lavezzi', 'Edinson Cavani']"
22.8.2015,Lyon ,Rennes ,1,2,"['Anthony Lopes', 'Samuel Umtiti', 'Mapou Yanga-Mbiwa', 'Henri Bédimo', 'Rafael', 'Maxime Gonalons', 'Jordan Ferri', 'Corentin Tolisso', 'Mathieu Valbuena', 'Alexandre Lacazette', 'Nabil Fekir']","['Benoît Costil', 'Fallou Diagne', 'Sylvain Armand', 'Mexer', 'Mehdi Zeffane', 'Steven Moreira', 'Ludovic Baal', 'Yacouba Sylla', 'Benjamin André', 'Gelson Fernandes', 'Pedro Henrique']"
22.8.2015,Nantes ,Reims ,1,0,"['Rémy Riou', 'Koffi Djidji', 'Ermir Lenjani', 'Léo Dubois', 'Lucas Deaux', 'Birama Touré', 'Valentin Rongier', 'Adryan', 'Adrien Thomasson', 'Kolbeinn Sigthorsson', 'Johan Audel']","['Kossi Agassa', 'Aissa Mandi', 'Anthony Weber', 'Hamari Traoré', 'Franck Signorino', 'Jaba Kankava', 'Antoine Devaux', 'Prince Oniangué', 'Frédéric Bulot', ""David N'Gog"", 'Nicolas de Préville']"
22.8.2015,Gazélec Ajaccio ,Angers ,0,2,"['Clément Maury', 'Alexandre Coeff', 'Rodéric Filippi', 'Pablo Martinez', 'Issiaga Sylla', 'David Ducourtioux', 'Jérôme Le Moigne', 'Amos Youga', 'Damjan Djokovic', 'John Tshibumbu', 'Jacques Zoua']","['Ludovic Butelle', 'Ismaël Traoré', 'Romain Thomas', 'Yoann Andreu', 'Vincent Manceau', 'Cheikh Ndoye', 'Romain Saïss', 'Thomas Mangani', 'Abdoul Camara', 'Gilles Sunu', 'Férébory Doré']"
22.8.2015,Nice ,Caen ,2,1,"['Mouez Hassen', 'Kevin Gomis', 'Paul Baysse', 'Olivier Boscagli', 'Jérémy Pied', 'Nampalys Mendy', 'Jean-Michaël Seri', 'Vincent Koziello', 'Hatem Ben Arfa', 'Alassane Pléa', 'Valère Germain']","['Rémy Vercoutre', 'Damien Da Silva', 'Syam Ben Youssef', 'Dennis Appiah', 'Chaker Alhadhur', 'Nicolas Seube', 'Jonathan Delaplace', 'Julien Féret', 'Lenny Nangis', 'Vincent Bessat', 'Andy Delort']"
22.8.2015,Bastia ,Guingamp ,3,0,"['Jesper Hansen', 'Alexander Djiku', 'François Modesto', 'Sébastien Squillaci', 'Julian Palmieri', 'Florian Marange', 'Yannick Cahuzac', 'Seko Fofana', 'Gaël Danic', 'François Kamano', 'Floyd Ayité']","['Jonas Lössl', 'Jérémy Sorbon', 'Christophe Kerbrat', 'Maxime Baca', 'Dorian Levêque', 'Younousse Sankharé', 'Moustapha Diallo', 'Thibault Giresse', 'Mana Dembélé', 'Jimmy Briand', 'Yannis Salibur']"
22.8.2015,Toulouse FC ,Monaco ,1,1,"['Mauro Goicoechea', 'Jean-Armel Kana-Biyik', 'Steeve Yago', 'William Matheus', 'Pavle Ninkov', 'Tongo Doumbia', 'Etienne Didot', 'Jean-Daniel Akpa Akpro', 'Óscar Trejo', 'Wissam Ben Yedder', 'Martin Braithwaite']","['Danijel Subasic', 'Wallace', 'Layvin Kurzawa', 'Almamy Touré', 'Tiémoué Bakayoko', 'Jérémy Toulalan', 'Nabil Dirar', 'Farès Bahlouli', 'Adama Traoré', 'Stephan El Shaarawy', 'Guido Carrillo']"
23.8.2015,Lille ,Bordeaux ,0,0,"['Vincent Enyeama', 'Marko Basa', 'Renato Civelli', 'Sébastien Corchia', 'Djibril Sidibé', 'Rio Mavuba', 'Mounir Obbadi', 'Florent Balmont', 'Eric Bauthéac', 'Sofiane Boufal', 'Baptiste Guillaume']","['Jérôme Prior', 'Cédric Yambéré', 'Nicolas Pallois', 'Milan Gajic', 'Maxime Poundjé', 'Clément Chantôme', 'Kévin Soni', 'Thomas Touré', 'Henri Saivet', 'Enzo Crivelli', 'Nicolas Maurice-Belay']"
23.8.2015,Lorient ,Saint-Etienne ,0,1,"['Benjamin Lecomte', 'Lamine Koné', 'Wesley Lautoa', 'Raphaël Guerreiro', 'Lamine Gassama', 'Vincent Le Goff', 'François Bellugou', 'Walid Mesloub', 'Didier Ndong', 'Denis Bouanga', 'Benjamin Moukandjo']","['Stéphane Ruffier', 'K. Théophile-Catherine', 'Moustapha Bayal Sall', 'Florentin Pogba', 'Pierre-Yves Polomat', 'Jérémy Clément', 'Fabien Lemoine', 'Valentin Eysseric', 'Romain Hamouma', 'Kevin Monnet-Paquet', 'Nolan Roux']"
23.8.2015,Marseille ,ESTAC Troyes ,6,0,"['Steve Mandanda', 'Karim Rekik', ""Nicolas N'Koulou"", 'Javier Manquillo', 'Benjamin Mendy', 'Lassana Diarra', 'Mario Lemina', 'Abdelaziz Barrada', 'Rémy Cabella', 'Romain Alessandrini', 'Michy Batshuayi']","['Denis Petric', 'Mory Koné', 'Matthieu Saunier', 'Jonathan Martins Pereira', 'Jessy Pi', 'Thomas Ayasse', 'Yoann Court', 'Lossémy Karaboué', 'Stéphane Darbion', 'Fabien Camus', 'Corentin Jean']"
28.8.2015,Guingamp ,Marseille ,2,0,"['Jonas Lössl', 'Jérémy Sorbon', 'Christophe Kerbrat', 'Lars Jacobsen', 'Reynald Lemaître', 'Moustapha Diallo', 'Younousse Sankharé', 'Marcus Coco', 'Nicolas Benezet', 'Sloan Privat', 'Jimmy Briand']","['Steve Mandanda', 'Karim Rekik', ""Nicolas N'Koulou"", 'Javier Manquillo', 'Benjamin Mendy', 'Lassana Diarra', 'Mario Lemina', 'Abdelaziz Barrada', 'Rémy Cabella', 'Romain Alessandrini', 'Michy Batshuayi']"
29.8.2015,Caen ,Lyon ,0,4,"['Rémy Vercoutre', 'Damien Da Silva', 'Syam Ben Youssef', 'Dennis Appiah', 'Chaker Alhadhur', 'Jordan Adéoti', 'Jonathan Delaplace', 'Jeff Louis', 'Julien Féret', 'Vincent Bessat', 'Andy Delort']","['Anthony Lopes', 'Mapou Yanga-Mbiwa', 'Samuel Umtiti', 'Rafael', 'Jérémy Morel', 'Maxime Gonalons', 'Corentin Tolisso', 'Jordan Ferri', 'Mathieu Valbuena', 'Nabil Fekir', 'Claudio Beauvue']"
29.8.2015,Angers ,Nice ,1,1,"['Ludovic Butelle', 'Romain Thomas', 'Yoann Andreu', 'Vincent Manceau', ""Guy N'Gosso"", 'Thomas Mangani', 'Romain Saïss', 'Cheikh Ndoye', 'Abdoul Camara', 'Billy Ketkeophomphone', 'Gilles Sunu']","['Mouez Hassen', 'Paul Baysse', 'Olivier Boscagli', 'Jérémy Pied', 'Nampalys Mendy', 'Jean-Michaël Seri', 'Vincent Koziello', 'J. Correia Da Fonseca', 'Hatem Ben Arfa', 'Valère Germain', 'Alassane Pléa']"
29.8.2015,ESTAC Troyes ,Montpellier ,0,0,"['Denis Petric', 'Matthieu Saunier', 'Jonathan Martins Pereira', 'Chris Mavinga', 'Jessy Pi', 'Quentin Othon', 'Stéphane Darbion', 'Benjamin Nivet', 'Lossémy Karaboué', 'Corentin Jean', 'Brayan Perea']","['Jonathan Ligali', 'Vitorino Hilton', 'William Rémy', 'Jérôme Roussillon', 'Joris Marveaux', 'Paul Lasne', 'Jonas Martin', 'Bryan Dabo', 'Ryad Boudebouz', 'Souleymane Camara', 'Kevin Bérigaud']"
29.8.2015,Lille ,Gazélec Ajaccio ,1,0,"['Vincent Enyeama', 'Renato Civelli', 'Marko Basa', 'Sébastien Corchia', 'Djibril Sidibé', 'Rio Mavuba', 'Florent Balmont', 'Eric Bauthéac', 'Sofiane Boufal', 'Ronny Rodelin', 'Baptiste Guillaume']","['Clément Maury', 'Kader Mangane', 'Rodéric Filippi', 'Pablo Martinez', 'David Ducourtioux', 'Issiaga Sylla', 'Jérôme Le Moigne', 'Damjan Djokovic', 'Grégory Pujol', 'Kévin Mayi', 'Jacques Zoua']"
29.8.2015,Reims ,Lorient ,4,1,"['Johny Placide', 'Anthony Weber', 'Aissa Mandi', 'Antoine Conte', 'Franck Signorino', 'Atila Turan', 'Alexi Peuget', 'Antoine Devaux', 'Grejohn Kyei', 'Gaëtan Charbonnier', 'Nicolas de Préville']","['Florent Chaigneau', 'Lamine Koné', 'Wesley Lautoa', 'Lamine Gassama', 'Raphaël Guerreiro', 'Vincent Le Goff', 'François Bellugou', 'Walid Mesloub', 'Didier Ndong', 'Denis Bouanga', 'Benjamin Moukandjo']"
29.8.2015,Rennes ,Toulouse FC ,3,1,"['Benoît Costil', 'Fallou Diagne', 'Sylvain Armand', 'Mexer', 'Mehdi Zeffane', 'Ludovic Baal', 'Yacouba Sylla', 'Gelson Fernandes', 'Pedro Henrique', 'Kamil Grosicki', 'Giovanni Sio']","['Mauro Goicoechea', 'Jean-Armel Kana-Biyik', 'Steeve Yago', 'Pavle Ninkov', 'François Moubandje', 'Etienne Didot', 'Jean-Daniel Akpa Akpro', 'Adrien Regattin', 'Óscar Trejo', 'Martin Braithwaite', 'Somalia']"
30.8.2015,Saint-Etienne ,Bastia ,2,1,"['Stéphane Ruffier', 'K. Théophile-Catherine', 'Loïc Perrin', 'Florentin Pogba', 'Benoît Assou-Ekotto', 'Fabien Lemoine', 'Jérémy Clément', 'Romain Hamouma', 'Valentin Eysseric', 'Jean-Christophe Bahebeck', 'Nolan Roux']","['Jesper Hansen', 'Mathieu Peybernes', 'Alexander Djiku', 'Sébastien Squillaci', 'Julian Palmieri', 'Yannick Cahuzac', 'Lassana Coulibaly', 'Seko Fofana', 'Gaël Danic', 'François Kamano', 'Floyd Ayité']"
30.8.2015,Bordeaux ,Nantes ,2,0,"['Cédric Carrasso', 'Nicolas Pallois', 'Cédric Yambéré', 'Maxime Poundjé', 'Milan Gajic', 'Clément Chantôme', 'Wahbi Khazri', 'Thomas Touré', 'Nicolas Maurice-Belay', 'Enzo Crivelli', 'Henri Saivet']","['Rémy Riou', 'Koffi Djidji', 'Ermir Lenjani', 'Léo Dubois', 'Valentin Rongier', 'Lucas Deaux', 'Birama Touré', 'Alejandro Bedoya', 'Adrien Thomasson', 'Kolbeinn Sigthorsson', 'Johan Audel']"
30.8.2015,Monaco ,Paris S-G ,0,3,"['Danijel Subasic', 'Andrea Raggi', 'Ricardo Carvalho', 'Elderson Echiejile', 'Fabinho', 'Jérémy Toulalan', 'Thomas Lemar', 'Bernardo Silva', 'Adama Traoré', 'Stephan El Shaarawy', 'Anthony Martial']","['Kevin Trapp', 'David Luiz', 'Thiago Silva', 'Maxwell', 'Serge Aurier', 'Thiago Motta', 'Marco Verratti', 'Blaise Matuidi', 'Lucas', 'Zlatan Ibrahimovic', 'Edinson Cavani']"
11.9.2015,Paris S-G ,Bordeaux ,2,2,"['Kevin Trapp', 'Thiago Silva', 'Marquinhos', 'Maxwell', 'Serge Aurier', 'Thiago Motta', 'Blaise Matuidi', 'Marco Verratti', 'Lucas', 'Ángel Di María', 'Edinson Cavani']","['Cédric Carrasso', 'Pablo', 'Nicolas Pallois', 'Frédéric Guilbert', 'Maxime Poundjé', 'Abdou Traoré', 'André Poko', 'Wahbi Khazri', 'Enzo Crivelli', 'Nicolas Maurice-Belay', 'Henri Saivet']"
12.9.2015,Lyon ,Lille ,0,0,"['Anthony Lopes', 'Samuel Umtiti', 'Mapou Yanga-Mbiwa', 'Christophe Jallet', 'Henri Bédimo', 'Maxime Gonalons', 'Jordan Ferri', 'Corentin Tolisso', 'Mathieu Valbuena', 'Claudio Beauvue', 'Alexandre Lacazette']","['Vincent Enyeama', 'Marko Basa', 'Renato Civelli', 'Adama Soumaoro', 'Sébastien Corchia', 'Djibril Sidibé', 'Rio Mavuba', 'Florent Balmont', 'Eric Bauthéac', 'Yassine Benzia', 'Junior Tallo']"
12.9.2015,ESTAC Troyes ,Caen ,1,3,"['Denis Petric', 'Dusan Veskovac', 'Matthieu Saunier', 'Chris Mavinga', 'Jessy Pi', 'Fabien Camus', 'Lossémy Karaboué', 'Chaouki Ben Saada', 'Benjamin Nivet', 'Yoann Court', 'Corentin Jean']","['Rémy Vercoutre', 'Alaeddine Yahia', 'Syam Ben Youssef', 'Emmanuel Imorou', 'Dennis Appiah', 'Jordan Adéoti', 'Jonathan Delaplace', 'Julien Féret', 'Vincent Bessat', 'Ronny Rodelin', 'Andy Delort']"
12.9.2015,Lorient ,Angers ,3,1,"['Benjamin Lecomte', 'Lamine Koné', 'Wesley Lautoa', 'Raphaël Guerreiro', 'Vincent Le Goff', 'Lamine Gassama', 'Walid Mesloub', 'Didier Ndong', 'Yann Jouffre', 'Benjamin Moukandjo', 'Majeed Waris']","['Ludovic Butelle', 'Romain Thomas', 'Ismaël Traoré', 'Vincent Manceau', 'Yoann Andreu', 'Romain Saïss', 'Thomas Mangani', 'Abdoul Camara', 'Goran Karanovic', 'Billy Ketkeophomphone', 'Férébory Doré']"
12.9.2015,Montpellier ,Saint-Etienne ,1,2,"['Jonathan Ligali', 'Daniel Congré', 'Vitorino Hilton', 'Ramy Bensebaini', 'Mathieu Deplagne', 'Joris Marveaux', 'Bryan Dabo', 'Quentin Cornette', 'Ryad Boudebouz', 'Djamel Bakar', 'Kevin Bérigaud']","['Stéphane Ruffier', 'Loïc Perrin', 'Moustapha Bayal Sall', 'François Clerc', 'Pierre-Yves Polomat', 'Vincent Pajot', 'Jérémy Clément', 'Kevin Monnet-Paquet', 'Romain Hamouma', 'Valentin Eysseric', 'Nolan Roux']"
12.9.2015,Nice ,Guingamp ,0,1,"['Mouez Hassen', 'Paul Baysse', 'Ricardo Pereira', 'Olivier Boscagli', 'Jérémy Pied', 'Jean-Michaël Seri', 'Nampalys Mendy', 'Vincent Koziello', 'Hatem Ben Arfa', 'Valère Germain', 'Alassane Pléa']","['Jonas Lössl', 'Christophe Kerbrat', 'Jérémy Sorbon', 'Lars Jacobsen', 'Reynald Lemaître', 'Lionel Mathis', 'Younousse Sankharé', 'Marcus Coco', 'Nicolas Benezet', 'Mana Dembélé', 'Jimmy Briand']"
12.9.2015,Toulouse FC ,Reims ,2,2,"['Mauro Goicoechea', 'Jean-Armel Kana-Biyik', 'Steeve Yago', 'Marcel Tisserand', 'Tongo Doumbia', 'Etienne Didot', 'Jean-Daniel Akpa Akpro', 'Óscar Trejo', 'Wissam Ben Yedder', 'Martin Braithwaite', 'Somalia']","['Kossi Agassa', 'Anthony Weber', 'Aissa Mandi', 'Atila Turan', 'Hamari Traoré', 'Franck Signorino', 'Alexi Peuget', 'Prince Oniangué', 'Antoine Devaux', 'Nicolas de Préville', 'Grejohn Kyei']"
13.9.2015,Gazélec Ajaccio ,Monaco ,0,1,"['Clément Maury', 'Pablo Martinez', 'Kader Mangane', 'Jérémie Bréchet', 'David Ducourtioux', 'Issiaga Sylla', 'Amos Youga', 'Damjan Djokovic', 'Grégory Pujol', 'Khalid Boutaïb', 'Jacques Zoua']","['Danijel Subasic', 'Ricardo Carvalho', 'Andrea Raggi', 'Elderson Echiejile', 'Fabinho', 'Almamy Touré', 'Adama Traoré', 'Bernardo Silva', 'Mario Pasalic', 'Guido Carrillo', 'Ivan Cavaleiro']"
13.9.2015,Nantes ,Rennes ,0,2,"['Maxime Dupé', 'Koffi Djidji', 'Lorik Cana', 'Youssouf Sabaly', 'Léo Dubois', 'Lucas Deaux', 'Valentin Rongier', 'Adrien Thomasson', 'Adryan', 'Emiliano Sala', 'Kolbeinn Sigthorsson']","['Abdoulaye Diallo', 'Sylvain Armand', 'Mexer', 'Pedro Mendes', 'Steven Moreira', 'Ludovic Baal', 'Yacouba Sylla', 'Benjamin André', 'Abdoulaye Doucouré', 'Paul-Georges Ntep', 'Giovanni Sio']"
13.9.2015,Marseille ,Bastia ,4,1,"['Steve Mandanda', 'Karim Rekik', ""Nicolas N'Koulou"", 'Javier Manquillo', 'Benjamin Mendy', 'Lassana Diarra', 'Lucas Silva', 'Abdelaziz Barrada', 'Rémy Cabella', 'Romain Alessandrini', 'Michy Batshuayi']","['Jesper Hansen', 'Sébastien Squillaci', 'François Modesto', 'Yassine Jebbour', 'Julian Palmieri', 'Yannick Cahuzac', 'Seko Fofana', 'Sadio Diallo', 'Gaël Danic', 'Brandão', 'Floyd Ayité']"
