date,home_team,away_team,home_score,away_score,home_lineup,away_lineup
19.3.2015,Ajax,Dnipro,2,1,"Jasper Cillessen, Ricardo van Rhijn, Joel Veltman, Nicolai Boilesen, Daley Sinkgraven, Davy Klaassen, Ricardo Kishna, Arkadiusz Milik, Anwar El Ghazi, Nick Viergever, Riechedly Bazoer","Denys Boyko, Egidio, Jaba Kankava, Nikola Kalinic, Yevhen Konoplyanka, Leo Matos, Yevhen Cheberyachko, Roman Bezus, Douglas, Valeriy Luchkevych, Valeriy Fedorchuk"
19.3.2015,Roma,Fiorentina,0,3,"ukasz Skorupski, Mapou Yanga-Mbiwa, Adem Ljajic, Miralem Pjanic, Daniele De Rossi, Seydou Keita, Alessandro Florenzi, Jose Holebas, Gervinho, Vasilis Torosidis, Kostas Manolas","Neto, Gonzalo Rodriguez, Milan Badelj, Matias Fernandez, Stefan Savic, Joaquin, Jose Maria Basanta, Borja Valero, Marcos Alonso, Khouma Babacar, Mohamed Salah"
16.4.2015,Wolfsburg,Napoli,1,4,"Diego Benaglio, Daniel Caligiuri, Vieirinha, Bas Dost, Kevin De Bruyne, Andre Schurrle, Luiz Gustavo, Josuha Guilavogui, Naldo, Robin Knoche, Ricardo Rodriguez","Mariano Andujar, Miguel Britos, Jose Callejon, Gonzalo Higuain, Christian Maggio, Dries Mertens, Marek Hamsik, David Lopez, Faouzi Ghoulam, Raul Albiol, Gokhan Inler"
16.4.2015,Dynamo Kyiv,Fiorentina,1,1,"Olexandr Shovkovskiy, Danilo Silva, Antunes, Aleksandar Dragovic, Jeremain Lens, Andriy Yarmolenko, Serhiy Sydorchuk, Serhiy Rybalka, Vitaliy Buyalskiy, Yevhen Khacheridi, ukasz Teodorczyk","Neto, Gonzalo Rodriguez, Milan Badelj, Matias Fernandez, Stefan Savic, Joaquin, Borja Valero, Marcos Alonso, Mario Gomez, Nenad Tomovic, Mohamed Salah"
16.4.2015,Club Brugge,Dnipro,0,0,"Mathew Ryan, Davy De Fauw, Timmy Simons, Francisco Silva, Victor Vazquez, Lior Refaelov, Jose Izquierdo, Ruud Vormer, Laurens De Bock, Brandon Mechele, Obbi Oulare","Denys Boyko, Jaba Kankava, Nikola Kalinic, Yevhen Konoplyanka, Leo Matos, Yevhen Cheberyachko, Douglas, Valeriy Luchkevych, Valeriy Fedorchuk, Ruslan Rotan, Artem Fedetskiy"
16.4.2015,Sevilla,Zenit,2,1,"Sergio Rico, Benoit Tremoulinas, Grzegorz Krychowiak, Kevin Gameiro, Jose Antonio Reyes, Vicente Iborra, Timothee Kolodziejczak, Ever Banega, Nicolas Pareja, Aleix Vidal, Coke","Yuri Lodygin, Aleksandr Anyukov, Aleksandr Ryazantsev, Nicolas Lombaerts, Luis Neto, Oleg Shatov, Javi Garcia, Jose Rondon, Ezequiel Garay, Axel Witsel, Milan Rodic"
23.4.2015,Napoli,Wolfsburg,2,2,"Mariano Andujar, Miguel Britos, Jose Callejon, Gonzalo Higuain, Dries Mertens, Giandomenico Mesto, Marek Hamsik, David Lopez, Faouzi Ghoulam, Raul Albiol, Gokhan Inler","Diego Benaglio, Nicklas Bendtner, Timm Klose, Daniel Caligiuri, Ivan Perisic, Christian Trasch, Luiz Gustavo, Josuha Guilavogui, Naldo, Maximilian Arnold, Ricardo Rodriguez"
23.4.2015,Fiorentina,Dynamo Kyiv,2,0,"Neto, Gonzalo Rodriguez, David Pizarro, Matias Fernandez, Stefan Savic, Joaquin, Borja Valero, Marcos Alonso, Mario Gomez, Nenad Tomovic, Mohamed Salah","Olexandr Shovkovskiy, Danilo Silva, Antunes, Jeremain Lens, Andriy Yarmolenko, Serhiy Rybalka, Domagoj Vida, Vitaliy Buyalskiy, Yevhen Khacheridi, Younes Belhanda, ukasz Teodorczyk"
23.4.2015,Dnipro,Club Brugge,1,0,"Denys Boyko, Jaba Kankava, Yevhen Konoplyanka, Yevhen Seleznyov, Leo Matos, Yevhen Cheberyachko, Roman Bezus, Douglas, Valeriy Luchkevych, Ruslan Rotan, Artem Fedetskiy","Mathew Ryan, Davy De Fauw, Timmy Simons, Oscar Duarte, Lior Refaelov, Tom De Sutter, Jose Izquierdo, Ruud Vormer, Laurens De Bock, Nikola Storm, Brandon Mechele"
23.4.2015,Zenit,Sevilla,2,2,"Yuri Lodygin, Domenico Criscito, Nicolas Lombaerts, Hulk, Luis Neto, Oleg Shatov, Igor Smolnikov, Javi Garcia, Jose Rondon, Axel Witsel, Danny","Beto, Benoit Tremoulinas, Grzegorz Krychowiak, Daniel Carrico, Carlos Bacca, Ever Banega, Vitolo, Nicolas Pareja, Aleix Vidal, Coke, Stephane Mbia"
7.5.2015,Sevilla,Fiorentina,3,0,"Sergio Rico, Benoit Tremoulinas, Grzegorz Krychowiak, Daniel Carrico, Carlos Bacca, Jose Antonio Reyes, Timothee Kolodziejczak, Ever Banega, Vitolo, Aleix Vidal, Stephane Mbia","Neto, Gonzalo Rodriguez, Milan Badelj, Matias Fernandez, Stefan Savic, Joaquin, Borja Valero, Marcos Alonso, Mario Gomez, Nenad Tomovic, Mohamed Salah"
7.5.2015,Napoli,Dnipro,1,1,"Mariano Andujar, Miguel Britos, Jose Callejon, Jorginho, Gonzalo Higuain, Christian Maggio, Marek Hamsik, David Lopez, Lorenzo Insigne, Faouzi Ghoulam, Raul Albiol","Denys Boyko, Jaba Kankava, Nikola Kalinic, Yevhen Konoplyanka, Leo Matos, Yevhen Cheberyachko, Douglas, Valeriy Luchkevych, Valeriy Fedorchuk, Ruslan Rotan, Artem Fedetskiy"
14.5.2015,Fiorentina,Sevilla,0,2,"Neto, Gonzalo Rodriguez, David Pizarro, Matias Fernandez, Stefan Savic, Joaquin, Jose Maria Basanta, Borja Valero, Marcos Alonso, Josip Ilicic, Mohamed Salah","Sergio Rico, Benoit Tremoulinas, Grzegorz Krychowiak, Daniel Carrico, Carlos Bacca, Timothee Kolodziejczak, Ever Banega, Vitolo, Aleix Vidal, Coke, Stephane Mbia"
14.5.2015,Dnipro,Napoli,1,0,"Denys Boyko, Jaba Kankava, Yevhen Konoplyanka, Yevhen Seleznyov, Leo Matos, Yevhen Cheberyachko, Douglas, Valeriy Luchkevych, Valeriy Fedorchuk, Ruslan Rotan, Artem Fedetskiy","Mariano Andujar, Miguel Britos, Jose Callejon, Gonzalo Higuain, Christian Maggio, David Lopez, Manolo Gabbiadini, Lorenzo Insigne, Faouzi Ghoulam, Raul Albiol, Gokhan Inler"
27.5.2015,Dnipro,Sevilla,2,3,"Denys Boyko, Jaba Kankava, Nikola Kalinic, Yevhen Konoplyanka, Leo Matos, Yevhen Cheberyachko, Douglas, Valeriy Fedorchuk, Ruslan Rotan, Artem Fedetskiy, Matheus","Sergio Rico, Benoit Tremoulinas, Grzegorz Krychowiak, Daniel Carrico, Carlos Bacca, Jose Antonio Reyes, Timothee Kolodziejczak, Ever Banega, Vitolo, Aleix Vidal, Stephane Mbia"
30.6.2015,Renova (MKD),Dacia (MDA),0,1,"Saljadin Mustafi, Agron Memedi, Visar Musliu, Izair Emini, Fisnik Nuhi, Emran Ramadani, Argjent Gafuri, Bashkim Velija, Nenad Miskovski, Gjorgi Mojsov, Jasmin Mecinovic","Artiom Gaiduchevici, Mihai Rosca, Sergiu Cojocari, Veaceslav Posmac, Evgeniy Lozoviy, Sapol Mani, Eugeniu Cociuc, Vyacheslav Pidnebennoy, Volodymyr Zastavniy, Vasili Pavlov, Abdoul-Gafar Mamah"
2.7.2015,Víkingur Reykjavík (ISL),Koper (SVN),0,1,"Thomas Nielsen, Ivar Orn Jonsson, Igor Taskovic, Haukur Baldvinsson, Rolf Toft, Dofri Snorrason, Andri Runar Bjarnason, Milos Zivkovic, Alan Lowing, Finnur Olafsson, David Orn Atlason","Vasja Simcic, Denis Sme, Ivica Guberac, Josip Ivancic, Goran Galesic, Denis Halilovic, Domen Crnigoj, Damir Hadzic, Ante Tomic, Matej Palcic, Matej Pucko"
2.7.2015,Shkëndija (MKD),Aberdeen (SCO),1,1,"Marko Jovanovski, Abdula Dzelil, Armend Alimi, Ardian Cuculi, Artim Polozani, Bojan Vrucina, Besir Demiri, Blagoja Todorovski, Stenio Junior, Victor Juffo, Ferhan Hasani","Danny Ward, Shaleum Logan, Graeme Shinnie, Andrew Considine, Ashton Taylor, Mark Reynolds, Willo Flood, Adam Rooney, Niall McGinn, Jonny Hayes, Ryan Jack"
2.7.2015,Glentoran (NIR),Žilina (SVK),1,4,"Elliott Morris, Marcus Kane, Barry Holland, Calum Birney, Jay Magee, Francis McCaffrey, Jordan Stewart, Kristian Gibson, Steven Gordon, Conor McMenamin, Steven McCullough","Milos Volesak, Milan Skriniar, Miroslav Kacer, Jakub Paur, Matej Jelic, Viktor Pecovsky, Lukas Cmelik, Denis Vavro, Bojan Letic, Laszlo Benes, Ernest Mabouka"
2.7.2015,Birkirkara (MLT),Ulisses (ARM),0,0,"Justin Haber, Mauricio Mazzetti, Paul Fenech, Ryan Camenzuli, Edmond Agius, Vito Plut, Nikola Vukanac, Liliu, Joseph Zerafa, Zach Muscat, Rowen Muscat","Arsen Beglaryan, Irakli Chezhiya, David Khurtsidze, Irakliy Geperidze, Nika Piliev, Artak Aleksanyan, Ivan Mamakhanov, Rade Dugalic, Konstantin Morozov, Levan Dzharkava, Giorgi Khubua"
2.7.2015,UCD (IRL),Diddeleng (LUX),1,0,"Niall Corbet, Mark Langtry, Michael Leahy, ""Gary ONeill"", Robbie Benson, Chris Mulhall, Ryan McLaughlin, Ryan Swan, Jamie Doyle, Tomas Boyle, Dylan Watts","Jonathan Joubert, Clayton de Sousa Moreira, Romain Ney, Tom Schnell, Sanel Ibrahimovic, Daniel Da Mota, Sofian Benzouien, Joel Pedro, Kevin Nakache, Jerry Prempeh, Gregory Adler"
2.7.2015,Cork (IRL),KR Reykjavik (ISL),1,1,"Mark McNulty, Alan Bennett, Darren Dennehy, Colin Healy, ""John OFlynn"", Ross Gaynor, ""Kevin OConnor"", Karl Sheppard, Billy Dennehy, Liam Miller, Garry Buckley","Stefan Magnusson, Rasmus Christiansen, Gonzalo Balbi, Skuli Jon Fridgeirsson, Gunnar Thor Gunnarsson, Jonas Saevarsson, Palmi Palmason, Almarr Ormarsson, Sren Frederiksen, Jacob Schoop, Oskar Orn Hauksson"
2.7.2015,Crvena zvezda (SRB),Kairat (KAZ),0,2,"Predrag Rajkovic, Idan Vered, Savo Pavicevic, Milos Cvetkovic, Josh Parker, Aleksandar Katai, Vukan Savicevic, Dusan Anelkovic, Aleksandar Kovacevic, Zoran Rendulic, Petar Orlandic","Vladimir Plotnikov, Bruno Soares, Mark Gurman, Zarko Markovic, Bauyrzhan Islamkhan, Isael, Gerard Gohou, Yermek Kuantayev, Sito Riera, Stanislav Lunin, Islambek Kuat"
2.7.2015,Linfield (NIR),NSÍ (FRO),2,0,"Ross Glendinning, Chris Hegarty, Mark Haughey, Andy Waterworth, Stephen Lowry, Guy Bates, Aaron Burns, Sean Ward, Matthew Clarke, David Kee, Ivan Sproule","Andras Gango, Per Langgaard, Monrad Jacobsen, Jens Joensen, Klmint Olsen, Arni Frederiksberg, Pol Johannus  Justinussen, Johan Jacobsen, Jonhard Fredriksberg, Magnus Olsen, Haraldur Hjgaard"
2.7.2015,Glenavon (NIR),Shakhtyor (BLR),1,2,"James McGrath, Simon Kelly, Andy Kilmartin, Rhys Marshall, Eoin Bradley, Andrew Hall, Conor Dillon, Kevin Braniff, Ciaran Martyn, David Elebert, James Singleton","Vladimir Bushma, Sergei Matveichik, Aleksei Yanushkevich, Aleksandr Yurevich, Mikhail Afanasiev, Nikolai Yanush, Artem Starhorodskiy, Saulius Mikoliunas, Dmitri Komarovski, Pavel Rybak, Igor Kuzmenok"
